UID,Lab,Session,Instrument,Acid T,Sample,Mass,d13Cwg_VPDB,d18Owg_VSMOW,d45,d46,d47,d13C_VPDB,d18O_VSMOW,D47raw,D47
18_01_551,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.473,25.276,-6.385000,-4.695000,-11.390000,-10.104,20.459,-0.220205,0.536656
18_01_552,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.473,25.276,5.572000,12.011000,17.143000,2.032,37.577,-0.473141,0.217048
18_01_553,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.473,25.276,-6.435000,-4.693000,-11.690000,-10.157,20.461,-0.473675,0.221932
18_01_554,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.473,25.276,5.254000,12.397000,17.546000,1.678,37.974,-0.125758,0.648382
18_01_555,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.473,25.276,-6.457000,-4.779000,-11.569000,-10.178,20.372,-0.243537,0.507714
18_01_556,Lab18,Session01,Thermo MAT 253 Plus,70,IAEA-C1,0.100,-3.473,25.276,5.972000,11.892000,17.536000,2.462,37.454,-0.381536,0.330736
18_01_557,Lab18,Session01,Thermo MAT 253 Plus,70,IAEA-C2,0.100,-3.473,25.276,-4.280000,5.087000,0.479000,-8.220,30.494,-0.084396,0.703033
18_01_558,Lab18,Session01,Thermo MAT 253 Plus,70,MERCK,0.100,-3.473,25.276,-36.032000,-1.578000,-38.869000,-41.833,23.726,-0.211043,0.553320
18_01_559,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.473,25.276,5.567000,12.006000,17.148000,2.026,37.572,-0.458245,0.235546
18_01_560,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.473,25.276,-6.502000,-4.846000,-11.923000,-10.223,20.304,-0.488736,0.203273
18_01_561,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.473,25.276,5.123000,12.252000,17.239000,1.544,37.826,-0.152233,0.615562
18_01_562,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.473,25.276,-6.473000,-4.821000,-11.675000,-10.193,20.329,-0.292665,0.446724
18_01_563,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.473,25.276,-6.373000,-4.575000,-11.334000,-10.096,20.582,-0.294527,0.444345
18_01_564,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.473,25.276,5.252000,12.545000,17.638000,1.671,38.126,-0.177006,0.584720
18_01_565,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.473,25.276,-6.430000,-4.722000,-11.735000,-10.151,20.431,-0.495744,0.194533
18_01_566,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.473,25.276,5.565000,12.020000,17.127000,2.024,37.587,-0.490426,0.195586
18_01_567,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.473,25.276,5.548000,11.956000,17.065000,2.008,37.521,-0.471773,0.218762
18_01_568,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.473,25.276,-6.463000,-4.785000,-11.817000,-10.184,20.366,-0.482227,0.211336
18_01_569,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.473,25.276,5.335000,12.365000,17.573000,1.766,37.941,-0.151266,0.616699
18_01_570,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.473,25.276,-6.406000,-4.754000,-11.506000,-10.124,20.398,-0.257454,0.490419
18_01_571,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.473,25.276,5.582000,12.047000,17.160000,2.041,37.614,-0.501647,0.181644
18_01_572,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.473,25.276,-6.521000,-4.905000,-11.952000,-10.241,20.243,-0.440089,0.263693
18_01_573,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.473,25.276,5.291000,12.485000,17.624000,1.714,38.065,-0.172526,0.590287
18_01_574,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.473,25.276,-6.408000,-4.734000,-11.509000,-10.127,20.419,-0.278163,0.464702
18_01_575,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.473,25.276,5.564000,11.999000,17.079000,2.023,37.565,-0.516178,0.163614
18_01_576,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.473,25.276,5.316000,12.483000,17.667000,1.741,38.063,-0.153987,0.613301
18_01_577,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.473,25.276,-6.481000,-4.886000,-11.743000,-10.199,20.263,-0.288949,0.451351
18_01_578,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.473,25.276,5.543000,11.958000,17.084000,2.003,37.523,-0.449916,0.245903
18_01_579,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.473,25.276,-6.464000,-4.768000,-11.801000,-10.186,20.384,-0.481791,0.211874
18_01_580,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.473,25.276,5.260000,12.421000,17.586000,1.684,37.999,-0.115914,0.660599
18_01_581,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.473,25.276,-6.475000,-4.844000,-11.698000,-10.195,20.306,-0.291139,0.448623
18_01_582,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.473,25.276,-6.436000,-4.771000,-11.568000,-10.156,20.381,-0.272228,0.472083
18_01_583,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.473,25.276,5.287000,12.424000,17.602000,1.712,38.002,-0.130810,0.642097
18_01_584,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.473,25.276,-6.477000,-4.821000,-11.858000,-10.198,20.329,-0.473621,0.222032
18_01_585,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.473,25.276,5.554000,12.005000,17.123000,2.013,37.571,-0.468511,0.222802
18_01_586,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.473,25.276,5.603000,12.080000,17.218000,2.062,37.648,-0.498231,0.185875
18_01_587,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.473,25.276,5.316000,12.503000,17.716000,1.740,38.083,-0.125264,0.648963
18_01_588,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.473,25.276,-6.342000,-4.230000,-10.949000,-10.075,20.936,-0.278060,0.464721
18_01_589,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.473,25.276,5.569000,12.037000,17.120000,2.027,37.604,-0.517913,0.161451
18_01_590,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.473,25.276,-6.492000,-4.852000,-11.900000,-10.212,20.298,-0.469925,0.226629
18_01_591,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.473,25.276,5.277000,12.475000,17.650000,1.700,38.054,-0.122906,0.651904
18_01_592,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.473,25.276,-6.479000,-4.871000,-11.682000,-10.198,20.278,-0.244134,0.506995
18_01_593,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.473,25.276,5.593000,12.080000,17.213000,2.051,37.648,-0.492890,0.192509
18_01_594,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.473,25.276,-6.502000,-4.896000,-11.985000,-10.221,20.252,-0.502083,0.186710
18_01_595,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.473,25.276,5.306000,12.570000,17.784000,1.727,38.152,-0.113247,0.663874
18_01_596,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.473,25.276,-6.455000,-4.849000,-11.650000,-10.173,20.301,-0.258410,0.489259
18_01_597,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.473,25.276,5.551000,12.002000,17.155000,2.009,37.568,-0.431075,0.269288
18_01_598,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.473,25.276,-6.478000,-4.791000,-11.805000,-10.200,20.360,-0.448595,0.253100
18_01_599,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.473,25.276,-6.505000,-4.903000,-11.777000,-10.224,20.245,-0.281637,0.460439
18_01_600,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.473,25.276,-6.487000,-4.877000,-11.773000,-10.206,20.272,-0.321957,0.410365
18_01_601,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.473,25.276,5.266000,12.400000,17.549000,1.691,37.977,-0.138036,0.633133
18_01_602,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.473,25.276,-6.501000,-4.891000,-11.930000,-10.221,20.258,-0.452419,0.248376
18_01_603,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.473,25.276,5.555000,11.998000,17.138000,2.014,37.564,-0.447998,0.248274
18_01_604,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.473,25.276,5.605000,12.107000,17.248000,2.063,37.676,-0.497020,0.187373
18_01_605,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.473,25.276,5.304000,12.487000,17.663000,1.728,38.067,-0.149488,0.618889
18_01_606,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.473,25.276,-6.399000,-4.687000,-11.416000,-10.119,20.467,-0.239865,0.512245
18_01_607,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.473,25.276,5.586000,12.075000,17.240000,2.044,37.643,-0.454327,0.240394
18_01_608,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.473,25.276,-6.496000,-4.863000,-11.935000,-10.216,20.286,-0.490316,0.201313
18_01_609,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.473,25.276,5.302000,12.498000,17.709000,1.726,38.078,-0.112922,0.664292
18_01_610,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.473,25.276,-6.509000,-4.925000,-11.802000,-10.228,20.223,-0.281046,0.461178
18_01_611,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.473,25.276,-6.412000,-4.799000,-11.594000,-10.129,20.352,-0.295788,0.442830
18_01_612,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.473,25.276,5.580000,12.076000,17.218000,2.038,37.644,-0.470763,0.219987
18_01_613,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.473,25.276,-6.427000,-4.744000,-11.744000,-10.147,20.408,-0.486240,0.206339
18_01_614,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.473,25.276,5.284000,12.464000,17.646000,1.708,38.043,-0.123338,0.651368
18_01_615,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.473,25.276,5.562000,12.028000,17.189000,2.020,37.595,-0.434192,0.265410
18_01_616,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.473,25.276,-6.491000,-4.831000,-11.919000,-10.212,20.319,-0.510919,0.175724
18_01_617,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.473,25.276,5.247000,12.393000,17.464000,1.671,37.970,-0.195268,0.562075
18_01_618,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.473,25.276,-6.417000,-4.736000,-11.507000,-10.137,20.417,-0.264822,0.481269
18_01_619,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.473,25.276,5.460000,11.874000,16.895000,1.917,37.437,-0.468978,0.222266
18_01_620,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.473,25.276,-6.320000,-4.609000,-11.477000,-10.038,20.547,-0.460565,0.238172
18_01_621,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.473,25.276,5.254000,12.423000,17.535000,1.677,38.001,-0.161812,0.603609
18_01_622,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.473,25.276,-6.322000,-4.563000,-11.302000,-10.042,20.594,-0.326957,0.404065
18_01_623,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.473,25.276,5.534000,11.944000,17.104000,1.993,37.509,-0.407434,0.298656
18_01_624,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.473,25.276,-6.400000,-4.699000,-11.631000,-10.120,20.454,-0.444410,0.258264
18_01_625,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.473,25.276,5.270000,12.454000,17.612000,1.693,38.033,-0.132670,0.639785
18_01_626,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.473,25.276,-6.362000,-4.677000,-11.403000,-10.080,20.477,-0.275003,0.468605
18_01_627,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.473,25.276,5.568000,12.104000,17.263000,2.024,37.673,-0.441429,0.256408
18_01_628,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.473,25.276,-6.433000,-4.701000,-11.704000,-10.155,20.452,-0.482012,0.211582
18_01_629,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.473,25.276,5.189000,12.337000,17.440000,1.611,37.913,-0.104959,0.674232
18_01_630,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.473,25.276,-6.478000,-4.851000,-11.661000,-10.197,20.299,-0.243683,0.507551
18_01_631,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.473,25.276,5.574000,12.063000,17.218000,2.032,37.631,-0.451987,0.243305
18_01_632,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.473,25.276,5.314000,12.494000,17.679000,1.739,38.074,-0.150825,0.617226
18_01_633,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.473,25.276,-6.480000,-4.861000,-11.687000,-10.199,20.288,-0.258031,0.489738
18_01_634,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.473,25.276,5.560000,11.981000,17.095000,2.020,37.547,-0.478874,0.209938
18_01_635,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.473,25.276,-6.497000,-4.842000,-11.893000,-10.218,20.308,-0.467529,0.229604
18_01_636,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.473,25.276,5.279000,12.500000,17.691000,1.701,38.080,-0.108948,0.669230
18_01_637,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.473,25.276,5.556000,11.939000,17.040000,2.017,37.504,-0.488037,0.198570
18_01_638,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.473,25.276,-6.502000,-4.886000,-11.936000,-10.222,20.263,-0.462388,0.235996
18_01_639,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.473,25.276,5.286000,12.439000,17.631000,1.711,38.017,-0.115855,0.660665
18_01_640,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.473,25.276,-6.501000,-4.886000,-11.728000,-10.221,20.263,-0.253011,0.495979
18_01_641,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.473,25.276,5.606000,12.138000,17.297000,2.063,37.708,-0.480000,0.208500
18_01_642,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.473,25.276,-6.403000,-4.766000,-11.672000,-10.121,20.386,-0.416608,0.292800
18_01_643,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.473,25.276,5.269000,12.462000,17.655000,1.692,38.041,-0.097162,0.683874
18_01_644,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.473,25.276,-6.412000,-4.793000,-11.592000,-10.129,20.358,-0.299691,0.437983
18_01_645,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.473,25.276,5.564000,11.999000,17.140000,2.023,37.565,-0.456233,0.238047
18_01_646,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.473,25.276,-6.422000,-4.732000,-11.692000,-10.142,20.421,-0.450686,0.250483
18_01_647,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.473,25.276,5.250000,12.408000,17.544000,1.674,37.986,-0.134300,0.637775
18_01_648,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.473,25.276,-6.470000,-4.834000,-11.659000,-10.190,20.316,-0.266756,0.478896
18_01_649,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.473,25.276,-6.460000,-4.740000,-11.697000,-10.182,20.413,-0.408400,0.302998
18_01_650,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.473,25.276,5.159000,12.301000,17.349000,1.580,37.876,-0.128647,0.644832
18_01_651,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.473,25.276,-6.349000,-4.704000,-11.342000,-10.065,20.449,-0.200148,0.561555
18_01_652,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.473,25.276,-6.497000,-4.866000,-11.730000,-10.217,20.283,-0.278941,0.463778
18_01_653,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.473,25.276,5.269000,12.466000,17.640000,1.692,38.045,-0.115784,0.660750
18_01_654,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.473,25.276,-6.394000,-4.701000,-11.648000,-10.113,20.452,-0.465855,0.231635
18_01_655,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.473,25.276,5.416000,11.828000,16.820000,1.872,37.390,-0.452899,0.242248
18_01_656,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.473,25.276,5.547000,11.982000,17.085000,2.006,37.548,-0.476341,0.213085
18_01_657,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.473,25.276,5.284000,12.459000,17.657000,1.708,38.038,-0.107676,0.670817
18_01_658,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.473,25.276,-6.501000,-4.865000,-11.721000,-10.222,20.284,-0.266671,0.479014
18_01_659,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.473,25.276,5.560000,11.992000,17.125000,2.019,37.558,-0.460074,0.233280
18_01_660,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.473,25.276,-6.436000,-4.732000,-11.703000,-10.157,20.421,-0.447279,0.254715
18_01_661,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.473,25.276,5.254000,12.388000,17.532000,1.679,37.965,-0.130776,0.642153
18_01_662,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.473,25.276,-6.462000,-4.813000,-11.648000,-10.182,20.338,-0.284675,0.456641
18_01_663,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.473,25.276,5.567000,12.124000,17.264000,2.022,37.693,-0.458840,0.234785
18_01_664,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.473,25.276,-6.514000,-4.863000,-11.915000,-10.235,20.286,-0.451400,0.249638
18_01_665,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.473,25.276,5.234000,12.422000,17.533000,1.656,38.000,-0.142285,0.627860
18_01_666,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.473,25.276,-6.482000,-4.873000,-11.734000,-10.201,20.276,-0.291646,0.448000
18_01_667,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.473,25.276,5.540000,11.988000,17.062000,1.998,37.554,-0.497593,0.186698
18_01_668,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.473,25.276,-6.513000,-4.853000,-11.891000,-10.235,20.297,-0.438035,0.266232
18_01_669,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.473,25.276,5.126000,12.203000,17.189000,1.549,37.776,-0.156872,0.609811
18_01_670,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.473,25.276,5.555000,11.969000,17.091000,2.015,37.534,-0.466024,0.225897
18_01_671,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.473,25.276,-6.353000,-4.659000,-11.576000,-10.071,20.495,-0.477062,0.217704
18_01_672,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.473,25.276,5.279000,12.420000,17.581000,1.704,37.998,-0.139352,0.631493
18_01_673,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.473,25.276,-6.406000,-4.743000,-11.492000,-10.125,20.409,-0.254158,0.494510
18_01_674,Lab18,Session01,Thermo MAT 253 Plus,70,IAEA-C1,0.100,-3.473,25.276,5.913000,11.769000,17.347000,2.404,37.328,-0.387270,0.323652
18_01_675,Lab18,Session01,Thermo MAT 253 Plus,70,IAEA-C2,0.100,-3.473,25.276,-4.150000,5.235000,0.688000,-8.087,30.645,-0.154964,0.615354
18_01_676,Lab18,Session01,Thermo MAT 253 Plus,70,MERCK,0.100,-3.473,25.276,-35.998000,-1.737000,-38.980000,-41.791,23.563,-0.206497,0.558988
18_01_677,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.473,25.276,-6.376000,-4.645000,-11.575000,-10.096,20.510,-0.466002,0.231439
18_01_678,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.473,25.276,5.273000,12.436000,17.573000,1.697,38.014,-0.156592,0.610085
18_01_679,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.473,25.276,-6.380000,-4.719000,-11.425000,-10.098,20.434,-0.237090,0.515693
18_01_680,Lab18,Session01,Thermo MAT 253 Plus,70,IAEA-C1,0.100,-3.473,25.276,5.971000,11.885000,17.541000,2.462,37.447,-0.368800,0.346551
18_01_681,Lab18,Session01,Thermo MAT 253 Plus,70,IAEA-C2,0.100,-3.473,25.276,-4.275000,5.160000,0.482000,-8.217,30.569,-0.157968,0.611664
18_01_682,Lab18,Session01,Thermo MAT 253 Plus,70,MERCK,0.100,-3.473,25.276,-35.961000,-1.696000,-38.902000,-41.753,23.605,-0.205334,0.560417
18_01_683,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.473,25.276,5.338000,11.970000,16.859000,1.783,37.536,-0.472471,0.217935
18_01_684,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.473,25.276,-6.397000,-4.709000,-11.613000,-10.116,20.444,-0.419447,0.289263
18_01_685,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.473,25.276,5.280000,12.457000,17.656000,1.704,38.036,-0.102612,0.677106
18_01_686,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.473,25.276,-6.417000,-4.771000,-11.540000,-10.135,20.381,-0.263633,0.482752
18_01_687,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.473,25.276,5.552000,11.991000,17.084000,2.011,37.557,-0.491191,0.194644
18_01_688,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.473,25.276,-6.489000,-4.774000,-11.839000,-10.212,20.378,-0.488354,0.203732
18_01_689,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.473,25.276,5.114000,12.200000,17.201000,1.536,37.773,-0.129848,0.643369
18_01_690,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.473,25.276,-6.529000,-4.996000,-11.857000,-10.247,20.150,-0.245793,0.504968
18_01_691,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.473,25.276,5.483000,12.112000,17.123000,1.933,37.681,-0.499600,0.184193
18_01_692,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.473,25.276,-6.346000,-4.600000,-11.520000,-10.066,20.556,-0.485946,0.206660
18_01_693,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.473,25.276,5.095000,12.104000,17.077000,1.519,37.674,-0.139004,0.632022
18_01_694,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.473,25.276,-6.421000,-4.748000,-11.505000,-10.141,20.404,-0.246796,0.503655
18_01_695,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.473,25.276,5.516000,11.907000,17.020000,1.976,37.471,-0.435597,0.263698
18_01_696,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.473,25.276,-6.448000,-4.766000,-11.789000,-10.169,20.386,-0.488235,0.203869
18_01_697,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.473,25.276,5.164000,12.311000,17.384000,1.585,37.886,-0.109091,0.669112
18_01_698,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.473,25.276,-6.453000,-4.822000,-11.646000,-10.172,20.328,-0.283107,0.458588
18_01_699,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.473,25.276,5.579000,12.064000,17.223000,2.037,37.632,-0.453172,0.241832
18_01_700,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.473,25.276,-6.422000,-4.764000,-11.717000,-10.141,20.388,-0.444374,0.258326
18_01_701,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.473,25.276,5.183000,12.393000,17.531000,1.603,37.970,-0.063754,0.725386
18_01_702,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.473,25.276,-6.502000,-4.921000,-11.819000,-10.221,20.227,-0.309462,0.425891
18_01_703,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.473,25.276,5.569000,12.020000,17.205000,2.028,37.587,-0.417879,0.285666
18_01_704,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.473,25.276,5.266000,12.514000,17.689000,1.687,38.094,-0.111167,0.666475
18_01_705,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.473,25.276,-6.400000,-4.691000,-11.398000,-10.120,20.463,-0.216673,0.541043
18_01_706,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.473,25.276,5.547000,11.972000,17.090000,2.006,37.537,-0.461717,0.231246
18_01_707,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.473,25.276,-6.481000,-4.827000,-11.901000,-10.202,20.323,-0.507040,0.180537
18_01_708,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.473,25.276,5.241000,12.571000,17.703000,1.658,38.153,-0.127099,0.646686
18_01_709,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.473,25.276,-6.503000,-4.896000,-11.743000,-10.222,20.252,-0.256232,0.491983
18_01_710,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.473,25.276,5.539000,11.958000,17.058000,1.998,37.523,-0.471366,0.219270
18_01_711,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.473,25.276,-6.475000,-4.823000,-11.874000,-10.195,20.327,-0.489906,0.201810
