UID,Lab,Session,Instrument,Acid T,Sample,Mass,d13Cwg_VPDB,d18Owg_VSMOW,d45,d46,d47,d13C_VPDB,d18O_VSMOW,D47raw,D47
18_01_712,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.473,25.276,5.265000,12.402000,17.566000,1.690,37.979,-0.122248,0.652738
18_01_713,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.473,25.276,-6.298000,-4.563000,-11.168000,-10.016,20.594,-0.216384,0.541359
18_01_714,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.473,25.276,5.590000,12.062000,17.215000,2.049,37.630,-0.470371,0.220475
18_01_715,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.473,25.276,-6.420000,-4.784000,-11.783000,-10.138,20.367,-0.493456,0.197384
18_01_716,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.473,25.276,5.307000,12.509000,17.678000,1.731,38.089,-0.159189,0.606839
18_01_717,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.473,25.276,-6.491000,-4.873000,-11.706000,-10.211,20.276,-0.253978,0.494774
18_01_718,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.473,25.276,5.571000,12.039000,17.186000,2.029,37.606,-0.457051,0.237023
18_01_719,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.473,25.276,-6.459000,-4.811000,-11.823000,-10.179,20.340,-0.466776,0.230526
18_01_720,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.473,25.276,5.285000,12.475000,17.622000,1.708,38.054,-0.158626,0.607549
18_01_721,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.473,25.276,-6.416000,-4.750000,-11.510000,-10.135,20.402,-0.255068,0.493383
18_02_001,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.403,25.451,5.481000,11.811000,16.808000,2.006,37.553,-0.514844,0.206987
18_02_002,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.403,25.451,5.213000,12.257000,17.317000,1.704,38.011,-0.172781,0.617184
18_02_003,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.403,25.451,-6.527000,-4.947000,-11.910000,-10.183,20.378,-0.349888,0.405447
18_02_004,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.403,25.451,5.466000,11.812000,16.759000,1.990,37.554,-0.548599,0.166508
18_02_005,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.403,25.451,-6.519000,-4.888000,-11.951000,-10.177,20.438,-0.457939,0.275872
18_02_006,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.403,25.451,5.264000,12.373000,17.571000,1.754,38.130,-0.088147,0.718672
18_02_007,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.403,25.451,-6.507000,-4.888000,-11.745000,-10.164,20.438,-0.262001,0.510839
18_02_008,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.403,25.451,-6.533000,-4.975000,-11.825000,-10.188,20.349,-0.230006,0.549210
18_02_009,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.403,25.451,5.217000,12.305000,17.401000,1.706,38.061,-0.140944,0.655361
18_02_010,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.403,25.451,-6.506000,-4.859000,-11.976000,-10.164,20.468,-0.525359,0.195021
18_02_011,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.403,25.451,5.498000,11.871000,16.860000,2.022,37.614,-0.539434,0.177496
18_02_012,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.403,25.451,5.476000,11.811000,16.771000,2.000,37.553,-0.546086,0.169521
18_02_013,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.403,25.451,-6.505000,-4.830000,-11.933000,-10.164,20.498,-0.511534,0.211599
18_02_014,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.403,25.451,5.216000,12.256000,17.320000,1.707,38.010,-0.171939,0.618192
18_02_015,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.403,25.451,-6.575000,-5.012000,-11.972000,-10.232,20.311,-0.298581,0.466977
18_02_016,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.403,25.451,-6.551000,-5.006000,-11.940000,-10.206,20.317,-0.297048,0.468815
18_02_017,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.403,25.451,5.218000,12.308000,17.353000,1.707,38.064,-0.192056,0.594068
18_02_018,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.403,25.451,-6.548000,-4.967000,-12.106000,-10.205,20.357,-0.506633,0.217479
18_02_019,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.403,25.451,5.523000,11.924000,16.978000,2.046,37.669,-0.500563,0.224108
18_02_020,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.403,25.451,5.499000,11.852000,16.896000,2.023,37.595,-0.486623,0.240827
18_02_021,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.403,25.451,5.188000,12.241000,17.244000,1.678,37.995,-0.203337,0.580542
18_02_022,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.403,25.451,5.498000,11.875000,16.890000,2.022,37.619,-0.513832,0.208198
18_02_023,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.403,25.451,-6.523000,-4.867000,-12.044000,-10.182,20.460,-0.568604,0.143162
18_02_024,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.403,25.451,5.256000,12.384000,17.533000,1.745,38.142,-0.127960,0.670928
18_02_025,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.403,25.451,-6.543000,-5.003000,-11.858000,-10.198,20.320,-0.225352,0.554792
18_02_026,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.403,25.451,5.538000,11.937000,17.065000,2.062,37.682,-0.443066,0.293057
18_02_027,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.403,25.451,5.244000,12.380000,17.524000,1.732,38.138,-0.120607,0.679747
18_02_028,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.403,25.451,-6.508000,-4.901000,-11.808000,-10.165,20.425,-0.311856,0.451054
18_02_029,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.403,25.451,5.252000,12.370000,17.466000,1.741,38.127,-0.176099,0.613200
18_02_030,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.403,25.451,-6.521000,-4.884000,-11.977000,-10.179,20.442,-0.486115,0.242083
18_02_031,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.403,25.451,5.505000,11.865000,16.847000,2.029,37.608,-0.553563,0.160553
18_02_032,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.403,25.451,5.442000,11.726000,16.701000,1.967,37.466,-0.497476,0.227817
18_02_033,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.403,25.451,-6.497000,-4.836000,-11.963000,-10.155,20.492,-0.544260,0.172354
18_02_034,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.403,25.451,5.250000,12.342000,17.426000,1.740,38.098,-0.186166,0.601129
18_02_035,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.403,25.451,-6.523000,-4.908000,-11.804000,-10.180,20.418,-0.285322,0.482873
18_02_036,Lab18,Session02,Thermo MAT 253 Plus,70,IAEA-C1,0.100,-3.403,25.451,5.912000,11.721000,17.276000,2.469,37.459,-0.409382,0.333448
18_02_037,Lab18,Session02,Thermo MAT 253 Plus,70,IAEA-C2,0.100,-3.403,25.451,-4.322000,5.059000,0.347000,-8.200,30.644,-0.145418,0.650378
18_02_038,Lab18,Session02,Thermo MAT 253 Plus,70,MERCK,0.100,-3.403,25.451,-36.248000,-1.785000,-39.315000,-41.995,23.692,-0.239955,0.537894
18_02_039,Lab18,Session02,Thermo MAT 253 Plus,70,IAEA-C1,0.100,-3.403,25.451,5.938000,11.785000,17.337000,2.494,37.525,-0.438264,0.298810
18_02_040,Lab18,Session02,Thermo MAT 253 Plus,70,IAEA-C2,0.100,-3.403,25.451,-4.307000,5.082000,0.367000,-8.185,30.668,-0.163463,0.628736
18_02_041,Lab18,Session02,Thermo MAT 253 Plus,70,MERCK,0.100,-3.403,25.451,-36.232000,-1.727000,-39.221000,-41.980,23.752,-0.216352,0.566197
18_02_042,Lab18,Session02,Thermo MAT 253 Plus,70,IAEA-C1,0.100,-3.403,25.451,5.888000,11.678000,17.238000,2.445,37.415,-0.380347,0.368268
18_02_043,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.403,25.451,5.538000,11.940000,17.024000,2.062,37.685,-0.486274,0.241243
18_02_044,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.403,25.451,-6.540000,-4.916000,-12.052000,-10.198,20.410,-0.510668,0.212640
18_02_045,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.403,25.451,-6.542000,-4.973000,-11.923000,-10.198,20.351,-0.321788,0.439146
18_02_046,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.403,25.451,5.204000,12.304000,17.367000,1.692,38.060,-0.160047,0.632453
18_02_047,Lab18,Session02,Thermo MAT 253 Plus,70,IAEA-C2,0.100,-3.403,25.451,-4.338000,5.002000,0.223000,-8.215,30.586,-0.197038,0.588477
18_02_048,Lab18,Session02,Thermo MAT 253 Plus,70,MERCK,0.100,-3.403,25.451,-36.243000,-1.794000,-39.307000,-41.989,23.683,-0.228131,0.552073
18_02_049,Lab18,Session02,Thermo MAT 253 Plus,70,IAEA-C1,0.100,-3.403,25.451,5.910000,11.721000,17.292000,2.467,37.459,-0.391609,0.354761
18_02_050,Lab18,Session02,Thermo MAT 253 Plus,70,IAEA-C2,0.100,-3.403,25.451,-4.321000,5.000000,0.358000,-8.197,30.584,-0.077755,0.731520
18_02_051,Lab18,Session02,Thermo MAT 253 Plus,70,MERCK,0.100,-3.403,25.451,-36.256000,-1.774000,-39.249000,-42.004,23.704,-0.173522,0.617560
18_02_052,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.403,25.451,5.482000,11.819000,16.795000,2.007,37.561,-0.536417,0.181116
18_02_053,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.403,25.451,-6.509000,-4.772000,-11.929000,-10.170,20.557,-0.560601,0.152756
18_02_054,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.403,25.451,5.224000,12.317000,17.314000,1.713,38.073,-0.245278,0.530243
18_02_055,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.403,25.451,5.532000,11.955000,17.073000,2.055,37.701,-0.446532,0.288901
18_02_056,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.403,25.451,-6.511000,-4.855000,-11.903000,-10.169,20.472,-0.450273,0.285064
18_02_057,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.403,25.451,5.238000,12.347000,17.380000,1.727,38.104,-0.223913,0.555864
18_02_058,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.403,25.451,-6.535000,-4.931000,-11.878000,-10.192,20.394,-0.325011,0.435279
18_02_059,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.403,25.451,-6.523000,-4.896000,-11.768000,-10.181,20.430,-0.260755,0.512333
18_02_060,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.403,25.451,5.219000,12.308000,17.348000,1.708,38.064,-0.197996,0.586945
18_02_061,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.403,25.451,-6.524000,-4.885000,-11.985000,-10.182,20.441,-0.490106,0.237296
18_02_062,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.403,25.451,5.537000,11.988000,16.997000,2.059,37.734,-0.558394,0.154756
18_02_063,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.403,25.451,5.499000,11.855000,16.818000,2.023,37.598,-0.566203,0.145395
18_02_064,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.403,25.451,-6.536000,-4.920000,-12.104000,-10.194,20.405,-0.563477,0.149311
18_02_065,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.403,25.451,5.215000,12.281000,17.334000,1.705,38.036,-0.181431,0.606809
18_02_066,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.403,25.451,-6.518000,-4.908000,-11.750000,-10.175,20.418,-0.235884,0.542159
18_02_067,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.403,25.451,-6.552000,-5.001000,-11.933000,-10.208,20.322,-0.293866,0.472630
18_02_068,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.403,25.451,5.220000,12.287000,17.300000,1.710,38.042,-0.225803,0.553599
18_02_069,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.403,25.451,-6.567000,-4.973000,-12.141000,-10.225,20.351,-0.516397,0.205771
18_02_070,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.403,25.451,5.512000,11.912000,16.943000,2.035,37.656,-0.512029,0.210359
18_02_071,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.403,25.451,5.479000,11.811000,16.772000,2.004,37.553,-0.548179,0.167011
18_02_072,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.403,25.451,-6.518000,-4.855000,-11.980000,-10.177,20.472,-0.520899,0.200369
18_02_073,Lab18,Session02,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.403,25.451,5.200000,12.264000,17.298000,1.690,38.019,-0.184912,0.602636
18_03_001,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.514,25.209,5.342000,12.555000,17.801000,1.719,38.048,-0.118921,0.649264
18_03_002,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.514,25.209,-6.427000,-4.728000,-11.527000,-10.195,20.337,-0.282567,0.496703
18_03_003,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.514,25.209,5.629000,12.147000,17.310000,2.040,37.628,-0.499549,0.251876
18_03_004,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.514,25.209,-6.438000,-4.692000,-11.754000,-10.208,20.374,-0.536274,0.231762
18_03_005,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.514,25.209,5.368000,12.639000,17.941000,1.743,38.134,-0.089621,0.679790
18_03_006,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.514,25.209,-6.462000,-4.806000,-11.622000,-10.229,20.257,-0.265288,0.514817
18_03_007,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.514,25.209,-6.455000,-4.796000,-11.646000,-10.222,20.268,-0.306707,0.471556
18_03_008,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.514,25.209,5.359000,12.656000,17.919000,1.733,38.151,-0.118501,0.649629
18_03_009,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.514,25.209,-6.406000,-4.654000,-11.616000,-10.175,20.413,-0.467440,0.303596
18_03_010,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.514,25.209,5.612000,12.099000,17.241000,2.023,37.579,-0.503308,0.247992
18_03_011,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.514,25.209,-6.423000,-4.686000,-11.770000,-10.192,20.381,-0.573947,0.192411
18_03_012,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.514,25.209,5.337000,12.551000,17.778000,1.713,38.044,-0.132502,0.635088
18_03_013,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.514,25.209,-6.431000,-4.724000,-11.586000,-10.199,20.342,-0.342036,0.434605
18_03_014,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.514,25.209,-6.456000,-4.799000,-11.642000,-10.223,20.265,-0.298660,0.479961
18_03_015,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.514,25.209,5.348000,12.647000,17.830000,1.722,38.142,-0.185902,0.579261
18_03_016,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.514,25.209,-6.437000,-4.707000,-11.798000,-10.206,20.359,-0.567003,0.199683
18_03_017,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.514,25.209,5.621000,12.143000,17.233000,2.031,37.624,-0.563115,0.185508
18_03_018,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.514,25.209,5.623000,12.159000,17.265000,2.033,37.641,-0.549260,0.199965
18_03_019,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.514,25.209,5.326000,12.589000,17.777000,1.700,38.083,-0.159090,0.607309
18_03_020,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.514,25.209,-6.436000,-4.773000,-11.633000,-10.203,20.291,-0.335995,0.440946
18_03_021,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.514,25.209,5.673000,12.235000,17.490000,2.083,37.719,-0.453264,0.300124
18_03_022,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.514,25.209,-6.391000,-4.606000,-11.628000,-10.161,20.463,-0.542529,0.225148
18_03_023,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.514,25.209,5.371000,12.663000,17.914000,1.746,38.159,-0.142519,0.624536
18_03_024,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.514,25.209,-6.428000,-4.690000,-11.570000,-10.197,20.376,-0.362541,0.413171
18_03_025,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.514,25.209,-6.433000,-4.733000,-11.605000,-10.201,20.332,-0.350289,0.425994
18_03_026,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.514,25.209,5.340000,12.630000,17.769000,1.714,38.125,-0.221113,0.542509
18_03_027,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.514,25.209,-6.402000,-4.591000,-11.686000,-10.173,20.478,-0.604570,0.160361
18_03_028,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.514,25.209,5.530000,12.036000,17.019000,1.938,37.515,-0.576203,0.171968
18_03_029,Lab18,Session03,Thermo MAT 253 Plus,70,IAEA-C1,0.100,-3.514,25.209,6.043000,12.013000,17.657000,2.486,37.490,-0.452967,0.300329
18_03_030,Lab18,Session03,Thermo MAT 253 Plus,70,IAEA-C2,0.100,-3.514,25.209,-4.087000,5.427000,0.976000,-8.074,30.754,-0.120230,0.658465
18_03_031,Lab18,Session03,Thermo MAT 253 Plus,70,IAEA-C1,0.100,-3.514,25.209,6.042000,12.070000,17.694000,2.483,37.548,-0.470951,0.281515
18_03_032,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.514,25.209,-6.382000,-4.573000,-11.596000,-10.153,20.496,-0.552086,0.215143
18_03_033,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.514,25.209,-6.449000,-4.756000,-11.618000,-10.217,20.309,-0.324116,0.453349
18_03_034,Lab18,Session03,Thermo MAT 253 Plus,70,IAEA-C2,0.100,-3.514,25.209,-4.115000,5.375000,0.872000,-8.102,30.701,-0.144276,0.633407
18_03_035,Lab18,Session03,Thermo MAT 253 Plus,70,IAEA-C2,0.100,-3.514,25.209,-4.168000,5.399000,0.843000,-8.159,30.726,-0.141803,0.636009
18_03_036,Lab18,Session03,Thermo MAT 253 Plus,70,MERCK,0.100,-3.514,25.209,-36.176000,-1.583000,-39.046000,-42.033,23.634,-0.235966,0.562681
18_03_037,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.514,25.209,5.361000,12.669000,17.844000,1.735,38.165,-0.206843,0.557373
18_03_038,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.514,25.209,5.639000,12.189000,17.260000,2.049,37.672,-0.599700,0.147266
18_03_039,Lab18,Session03,Thermo MAT 253 Plus,70,IAEA-C2,0.100,-3.514,25.209,-4.097000,5.440000,0.915000,-8.085,30.768,-0.183513,0.592383
18_03_040,Lab18,Session03,Thermo MAT 253 Plus,70,MERCK,0.100,-3.514,25.209,-36.165000,-1.526000,-38.975000,-42.023,23.692,-0.229963,0.568909
18_03_041,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.514,25.209,-6.387000,-4.642000,-11.709000,-10.155,20.426,-0.593053,0.172409
18_03_042,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.514,25.209,-6.449000,-4.755000,-11.675000,-10.217,20.310,-0.382755,0.392116
18_03_043,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.514,25.209,5.640000,12.175000,17.359000,2.050,37.657,-0.489871,0.261957
18_03_044,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.514,25.209,-6.421000,-4.647000,-11.702000,-10.191,20.421,-0.545753,0.221826
18_03_045,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.514,25.209,5.330000,12.550000,17.743000,1.706,38.043,-0.158733,0.607703
18_03_046,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.514,25.209,-6.452000,-4.763000,-11.654000,-10.220,20.302,-0.350501,0.425803
18_03_047,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.514,25.209,-6.455000,-4.807000,-11.701000,-10.222,20.256,-0.351475,0.424815
18_03_048,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.514,25.209,5.326000,12.589000,17.811000,1.700,38.083,-0.125689,0.642186
18_03_049,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.514,25.209,-6.428000,-4.715000,-11.774000,-10.196,20.351,-0.544173,0.223522
18_03_050,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.514,25.209,5.612000,12.096000,17.171000,2.023,37.576,-0.569174,0.179216
18_03_051,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.514,25.209,5.619000,12.115000,17.148000,2.030,37.596,-0.617396,0.128847
18_03_052,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.514,25.209,-6.436000,-4.712000,-11.817000,-10.205,20.354,-0.582321,0.183690
18_03_053,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.514,25.209,5.315000,12.581000,17.726000,1.689,38.075,-0.190139,0.574899
18_03_054,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.514,25.209,-6.435000,-4.727000,-11.596000,-10.203,20.338,-0.345035,0.431478
18_03_055,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-1,0.100,-3.514,25.209,5.612000,12.135000,17.197000,2.022,37.616,-0.581492,0.166330
18_03_056,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-2,0.100,-3.514,25.209,-6.433000,-4.709000,-11.837000,-10.202,20.357,-0.608624,0.156221
18_03_057,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-3,0.100,-3.514,25.209,5.312000,12.558000,17.741000,1.687,38.051,-0.149997,0.616832
18_03_058,Lab18,Session03,Thermo MAT 253 Plus,70,ETH-4,0.100,-3.514,25.209,-6.432000,-4.710000,-11.582000,-10.201,20.356,-0.350777,0.425470
19_01_001,Lab19,Session01,Nu Perspective,70,IAEA-C1,0.586,-24.483,25.634,26.047000,11.173000,37.542000,2.333,37.074,-0.603229,0.275651
19_01_002,Lab19,Session01,Nu Perspective,70,IAEA-C1,0.552,-24.483,25.634,26.218000,11.642000,38.170000,2.495,37.555,-0.625952,0.252518
19_01_003,Lab19,Session01,Nu Perspective,70,ETH-1,0.532,-24.483,25.634,25.700000,11.594000,37.572000,1.955,37.507,-0.634622,0.243866
19_01_004,Lab19,Session01,Nu Perspective,70,ETH-1,0.466,-24.483,25.634,25.826000,11.794000,37.878000,2.079,37.712,-0.660813,0.217289
19_01_005,Lab19,Session01,Nu Perspective,70,ETH-1,0.660,-24.483,25.634,25.760000,11.566000,37.546000,2.019,37.478,-0.692772,0.185005
19_01_006,Lab19,Session01,Nu Perspective,70,ETH-1,0.422,-24.483,25.634,25.776000,11.650000,37.631000,2.032,37.564,-0.708572,0.168993
19_01_007,Lab19,Session01,Nu Perspective,70,IAEA-C1,0.660,-24.483,25.634,26.109000,11.175000,37.626000,2.398,37.076,-0.586560,0.292508
19_01_008,Lab19,Session01,Nu Perspective,70,IAEA-C1,0.528,-24.483,25.634,26.056000,11.212000,37.615000,2.341,37.114,-0.579856,0.299297
19_01_009,Lab19,Session01,Nu Perspective,70,IAEA-C1,0.661,-24.483,25.634,26.258000,11.637000,38.256000,2.537,37.550,-0.578496,0.300541
19_01_010,Lab19,Session01,Nu Perspective,70,IAEA-C2,0.604,-24.483,25.634,15.671000,4.384000,20.252000,-8.264,30.127,-0.298645,0.587556
19_01_011,Lab19,Session01,Nu Perspective,70,IAEA-C2,0.471,-24.483,25.634,15.722000,4.509000,20.439000,-8.215,30.256,-0.289527,0.596747
19_01_012,Lab19,Session01,Nu Perspective,70,IAEA-C2,0.440,-24.483,25.634,15.630000,4.332000,20.185000,-8.305,30.074,-0.271773,0.614772
19_01_013,Lab19,Session01,Nu Perspective,70,IAEA-C2,0.491,-24.483,25.634,15.733000,4.623000,20.572000,-8.208,30.373,-0.281936,0.604404
19_01_014,Lab19,Session01,Nu Perspective,70,ETH-2,0.505,-24.483,25.634,13.550000,-4.946000,8.403000,-10.137,20.553,-0.648376,0.235966
19_01_015,Lab19,Session01,Nu Perspective,70,ETH-2,0.449,-24.483,25.634,13.570000,-4.829000,8.504000,-10.121,20.673,-0.684148,0.199733
19_01_016,Lab19,Session01,Nu Perspective,70,ETH-2,0.428,-24.483,25.634,13.541000,-4.947000,8.356000,-10.147,20.552,-0.684811,0.199092
19_01_017,Lab19,Session01,Nu Perspective,70,ETH-2,0.483,-24.483,25.634,13.447000,-5.201000,8.001000,-10.236,20.292,-0.690248,0.193662
19_01_018,Lab19,Session01,Nu Perspective,70,ETH-3,0.661,-24.483,25.634,25.588000,12.469000,38.714000,1.806,38.406,-0.272150,0.610564
19_01_019,Lab19,Session01,Nu Perspective,70,ETH-3,0.445,-24.483,25.634,25.425000,11.970000,38.004000,1.654,37.894,-0.307252,0.575176
19_01_020,Lab19,Session01,Nu Perspective,70,ETH-3,0.452,-24.483,25.634,25.387000,11.882000,37.889000,1.617,37.803,-0.294321,0.588291
19_01_021,Lab19,Session01,Nu Perspective,70,ETH-3,0.443,-24.483,25.634,25.431000,11.995000,38.117000,1.659,37.919,-0.228741,0.654631
19_01_022,Lab19,Session01,Nu Perspective,70,ETH-3,0.523,-24.483,25.634,25.548000,12.286000,38.513000,1.771,38.218,-0.247725,0.635332
