UID,Lab,Session,Instrument,Acid T,Sample,Mass,d45,d46,d47
18_01_388,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.306000,12.530000,17.714000
18_01_389,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.475000,-4.832000,-11.694000
18_01_390,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.429000,-4.771000,-11.606000
18_01_391,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.284000,12.471000,17.622000
18_01_392,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.411000,-4.710000,-11.679000
18_01_393,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.576000,12.038000,17.152000
18_01_394,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.586000,12.029000,17.143000
18_01_395,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.358000,12.615000,17.835000
18_01_396,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.411000,-4.733000,-11.535000
18_01_397,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.300000,12.513000,17.696000
18_01_398,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.579000,12.048000,17.200000
18_01_399,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.464000,-4.789000,-11.834000
18_01_400,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.458000,-4.772000,-11.651000
18_01_401,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.600000,12.043000,17.143000
18_01_402,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.411000,-4.705000,-11.700000
18_01_403,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.297000,12.497000,17.660000
18_01_404,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.417000,-4.729000,-11.535000
18_01_405,Lab18,Session01,Thermo MAT 253 Plus,70,IAEA-C1,0.100,5.971000,11.841000,17.415000
18_01_406,Lab18,Session01,Thermo MAT 253 Plus,70,IAEA-C2,0.100,-4.228000,5.248000,0.682000
18_01_407,Lab18,Session01,Thermo MAT 253 Plus,70,MERCK,0.100,-36.255000,-1.846000,-39.375000
18_01_408,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.550000,11.975000,17.038000
18_01_409,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.456000,-4.757000,-11.842000
18_01_410,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.279000,12.499000,17.612000
18_01_411,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.473000,-4.836000,-11.734000
18_01_412,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.534000,11.969000,17.032000
18_01_413,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.430000,-4.691000,-11.666000
18_01_414,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.283000,12.473000,17.617000
18_01_415,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.367000,-4.646000,-11.421000
18_01_416,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.589000,12.089000,17.270000
18_01_417,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.468000,-4.817000,-11.832000
18_01_418,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.318000,12.499000,17.719000
18_01_419,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.252000,-4.475000,-11.054000
18_01_420,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.577000,12.020000,17.167000
18_01_421,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.452000,-4.784000,-11.790000
18_01_422,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.309000,12.515000,17.727000
18_01_423,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.355000,-4.598000,-11.278000
18_01_424,Lab18,Session01,Thermo MAT 253 Plus,70,MERCK,0.100,-36.127000,-1.774000,-39.146000
18_01_425,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.536000,11.930000,17.034000
18_01_426,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.464000,-4.793000,-11.792000
18_01_427,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.221000,12.388000,17.488000
18_01_428,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.481000,-4.871000,-11.720000
18_01_429,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.596000,12.087000,17.211000
18_01_430,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.452000,-4.786000,-11.817000
18_01_431,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.288000,12.489000,17.623000
18_01_432,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.470000,-4.854000,-11.698000
18_01_433,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.595000,12.073000,17.228000
18_01_434,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.486000,-4.841000,-11.893000
18_01_435,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.322000,12.525000,17.680000
18_01_436,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.487000,-4.890000,-11.779000
18_01_437,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.587000,12.056000,17.176000
18_01_438,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.461000,-4.798000,-11.759000
18_01_439,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.315000,12.533000,17.746000
18_01_440,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.452000,-4.839000,-11.651000
18_01_441,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.572000,12.034000,17.133000
18_01_442,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.270000,12.426000,17.556000
18_01_443,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.487000,-4.902000,-11.814000
18_01_444,Lab18,Session01,Thermo MAT 253 Plus,70,IAEA-C1,0.100,5.960000,11.893000,17.484000
18_01_445,Lab18,Session01,Thermo MAT 253 Plus,70,IAEA-C2,0.100,-4.261000,5.128000,0.501000
18_01_446,Lab18,Session01,Thermo MAT 253 Plus,70,MERCK,0.100,-36.173000,-1.706000,-39.174000
18_01_447,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.236000,12.383000,17.489000
18_01_448,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.399000,-4.729000,-11.475000
18_01_449,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.315000,12.453000,17.644000
18_01_450,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.451000,-4.788000,-11.808000
18_01_451,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.538000,11.978000,17.067000
18_01_452,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.387000,-4.705000,-11.479000
18_01_453,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.248000,12.326000,17.459000
18_01_454,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.431000,-4.703000,-11.655000
18_01_455,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.539000,12.076000,17.156000
18_01_456,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.596000,12.047000,17.192000
18_01_457,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.492000,-4.871000,-11.940000
18_01_458,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.275000,12.454000,17.621000
18_01_459,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.500000,-4.929000,-11.802000
18_01_460,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.561000,11.971000,17.120000
18_01_461,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.310000,12.519000,17.730000
18_01_462,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.477000,-4.878000,-11.750000
18_01_463,Lab18,Session01,Thermo MAT 253 Plus,70,IAEA-C1,0.100,5.962000,11.852000,17.567000
18_01_464,Lab18,Session01,Thermo MAT 253 Plus,70,IAEA-C2,0.100,-4.288000,5.045000,0.468000
18_01_465,Lab18,Session01,Thermo MAT 253 Plus,70,MERCK,0.100,-36.175000,-1.746000,-39.184000
18_01_466,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.558000,12.030000,17.188000
18_01_467,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.477000,-4.820000,-11.862000
18_01_468,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.179000,12.299000,17.320000
18_01_469,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.487000,-4.876000,-11.719000
18_01_470,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.427000,-4.634000,-11.443000
18_01_471,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.135000,12.256000,17.200000
18_01_472,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.407000,-4.746000,-11.721000
18_01_473,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.513000,11.930000,17.009000
18_01_474,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.409000,-4.745000,-11.531000
18_01_475,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.128000,12.227000,17.230000
18_01_476,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.383000,-4.636000,-11.591000
18_01_477,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.301000,11.585000,16.423000
18_01_478,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.397000,-4.499000,-11.262000
18_01_479,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.246000,12.391000,17.511000
18_01_480,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.584000,12.056000,17.195000
18_01_481,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.584000,12.028000,17.193000
18_01_482,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.267000,12.414000,17.559000
18_01_483,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.443000,-4.784000,-11.611000
18_01_484,Lab18,Session01,Thermo MAT 253 Plus,70,IAEA-C1,0.100,5.936000,11.797000,17.381000
18_01_485,Lab18,Session01,Thermo MAT 253 Plus,70,IAEA-C2,0.100,-4.253000,5.103000,0.507000
18_01_486,Lab18,Session01,Thermo MAT 253 Plus,70,MERCK,0.100,-36.165000,-1.806000,-39.245000
18_01_487,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.555000,11.960000,17.087000
18_01_488,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.265000,12.448000,17.574000
18_01_489,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.458000,-4.782000,-11.590000
18_01_490,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.523000,12.076000,17.145000
18_01_491,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.424000,-4.715000,-11.751000
18_01_492,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.249000,12.394000,17.507000
18_01_493,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.434000,-4.765000,-11.574000
18_01_494,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.329000,-4.634000,-11.527000
18_01_495,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.301000,12.494000,17.698000
18_01_496,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.381000,-4.742000,-11.491000
18_01_497,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.430000,-4.781000,-11.795000
18_01_498,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.238000,12.419000,17.549000
18_01_499,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.295000,-4.456000,-11.149000
18_01_500,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.543000,11.925000,17.026000
18_01_501,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.319000,12.484000,17.667000
18_01_502,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.459000,-4.829000,-11.646000
18_01_503,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.582000,12.046000,17.222000
18_01_504,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.474000,-4.745000,-11.759000
18_01_505,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.395000,-4.759000,-11.524000
18_01_506,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.560000,11.988000,17.126000
18_01_507,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.366000,-4.634000,-11.578000
18_01_508,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.169000,12.276000,17.305000
18_01_509,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.501000,-4.916000,-11.799000
18_01_510,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.595000,12.076000,17.249000
18_01_511,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.403000,-4.639000,-11.634000
18_01_512,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.201000,12.230000,17.276000
18_01_513,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.486000,-4.823000,-11.719000
18_01_514,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.554000,11.998000,17.095000
18_01_515,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.472000,-4.771000,-11.788000
18_01_516,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.258000,12.403000,17.540000
18_01_517,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.478000,-4.883000,-11.748000
18_01_518,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.579000,12.054000,17.196000
18_01_519,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.280000,12.481000,17.611000
18_01_520,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.457000,-4.800000,-11.652000
18_01_521,Lab18,Session01,Thermo MAT 253 Plus,70,IAEA-C1,0.100,5.877000,11.732000,17.261000
18_01_522,Lab18,Session01,Thermo MAT 253 Plus,70,IAEA-C2,0.100,-4.255000,5.128000,0.526000
18_01_523,Lab18,Session01,Thermo MAT 253 Plus,70,MERCK,0.100,-36.158000,-1.725000,-39.124000
18_01_524,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.562000,11.969000,17.058000
18_01_525,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.482000,-4.825000,-11.886000
18_01_526,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.476000,-4.835000,-11.686000
18_01_527,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.538000,11.921000,17.015000
18_01_528,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.451000,-4.790000,-11.850000
18_01_529,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.299000,12.494000,17.633000
18_01_530,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.399000,-4.749000,-11.555000
18_01_531,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.597000,12.078000,17.214000
18_01_532,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.422000,-4.756000,-11.756000
18_01_533,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.443000,-4.805000,-11.621000
18_01_534,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.531000,11.890000,16.969000
18_01_535,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.269000,12.383000,17.533000
18_01_536,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.171000,-4.303000,-10.825000
18_01_537,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.589000,12.046000,17.163000
18_01_538,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.483000,-4.871000,-11.967000
18_01_539,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.298000,12.479000,17.625000
18_01_540,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.578000,12.062000,17.160000
18_01_541,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.487000,-4.779000,-11.889000
18_01_542,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.276000,12.920000,18.074000
18_01_543,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.491000,-4.826000,-11.692000
18_01_544,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.594000,12.075000,17.199000
18_01_545,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.426000,-4.684000,-11.690000
18_01_546,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.312000,12.514000,17.684000
18_01_547,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.498000,-4.842000,-11.642000
18_01_548,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.590000,12.152000,17.299000
18_01_549,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.338000,-4.569000,-11.471000
18_01_550,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.273000,12.798000,17.983000
18_01_551,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.385000,-4.695000,-11.390000
18_01_552,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.572000,12.011000,17.143000
18_01_553,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.435000,-4.693000,-11.690000
18_01_554,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.254000,12.397000,17.546000
18_01_555,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.457000,-4.779000,-11.569000
18_01_556,Lab18,Session01,Thermo MAT 253 Plus,70,IAEA-C1,0.100,5.972000,11.892000,17.536000
18_01_557,Lab18,Session01,Thermo MAT 253 Plus,70,IAEA-C2,0.100,-4.280000,5.087000,0.479000
18_01_558,Lab18,Session01,Thermo MAT 253 Plus,70,MERCK,0.100,-36.032000,-1.578000,-38.869000
18_01_559,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.567000,12.006000,17.148000
18_01_560,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.502000,-4.846000,-11.923000
18_01_561,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.123000,12.252000,17.239000
18_01_562,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.473000,-4.821000,-11.675000
18_01_563,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.373000,-4.575000,-11.334000
18_01_564,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.252000,12.545000,17.638000
18_01_565,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.430000,-4.722000,-11.735000
18_01_566,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.565000,12.020000,17.127000
18_01_567,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.548000,11.956000,17.065000
18_01_568,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.463000,-4.785000,-11.817000
18_01_569,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.335000,12.365000,17.573000
18_01_570,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.406000,-4.754000,-11.506000
18_01_571,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.582000,12.047000,17.160000
18_01_572,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.521000,-4.905000,-11.952000
18_01_573,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.291000,12.485000,17.624000
18_01_574,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.408000,-4.734000,-11.509000
18_01_575,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.564000,11.999000,17.079000
18_01_576,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.316000,12.483000,17.667000
18_01_577,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.481000,-4.886000,-11.743000
18_01_578,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.543000,11.958000,17.084000
18_01_579,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.464000,-4.768000,-11.801000
18_01_580,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.260000,12.421000,17.586000
18_01_581,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.475000,-4.844000,-11.698000
18_01_582,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.436000,-4.771000,-11.568000
18_01_583,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.287000,12.424000,17.602000
18_01_584,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.477000,-4.821000,-11.858000
18_01_585,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.554000,12.005000,17.123000
18_01_586,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.603000,12.080000,17.218000
18_01_587,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.316000,12.503000,17.716000
18_01_588,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.342000,-4.230000,-10.949000
18_01_589,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.569000,12.037000,17.120000
18_01_590,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.492000,-4.852000,-11.900000
18_01_591,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.277000,12.475000,17.650000
18_01_592,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.479000,-4.871000,-11.682000
18_01_593,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.593000,12.080000,17.213000
18_01_594,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.502000,-4.896000,-11.985000
18_01_595,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.306000,12.570000,17.784000
18_01_596,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.455000,-4.849000,-11.650000
18_01_597,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.551000,12.002000,17.155000
18_01_598,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.478000,-4.791000,-11.805000
18_01_599,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.505000,-4.903000,-11.777000
18_01_600,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.487000,-4.877000,-11.773000
18_01_601,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.266000,12.400000,17.549000
18_01_602,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.501000,-4.891000,-11.930000
18_01_603,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.555000,11.998000,17.138000
18_01_604,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.605000,12.107000,17.248000
18_01_605,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.304000,12.487000,17.663000
18_01_606,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.399000,-4.687000,-11.416000
18_01_607,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.586000,12.075000,17.240000
18_01_608,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.496000,-4.863000,-11.935000
18_01_609,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.302000,12.498000,17.709000
18_01_610,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.509000,-4.925000,-11.802000
18_01_611,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.412000,-4.799000,-11.594000
18_01_612,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.580000,12.076000,17.218000
18_01_613,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.427000,-4.744000,-11.744000
18_01_614,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.284000,12.464000,17.646000
18_01_615,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.562000,12.028000,17.189000
18_01_616,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.491000,-4.831000,-11.919000
18_01_617,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.247000,12.393000,17.464000
18_01_618,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.417000,-4.736000,-11.507000
18_01_619,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.460000,11.874000,16.895000
18_01_620,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.320000,-4.609000,-11.477000
18_01_621,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.254000,12.423000,17.535000
18_01_622,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.322000,-4.563000,-11.302000
18_01_623,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.534000,11.944000,17.104000
18_01_624,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.400000,-4.699000,-11.631000
18_01_625,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.270000,12.454000,17.612000
18_01_626,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-6.362000,-4.677000,-11.403000
18_01_627,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,5.568000,12.104000,17.263000
18_01_628,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-6.433000,-4.701000,-11.704000
18_01_629,Lab18,Session01,Thermo MAT 253 Plus,70,ETH-3,0.100,5.189000,12.337000,17.440000
