UID,Lab,Session,Instrument,Acid T,Sample,Mass,d45,d46,d47
01_03_209,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.277000,-4.679000,-11.689000
01_03_210,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.229000,-4.568000,-11.535000
01_03_211,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.273000,-4.612000,-11.599000
01_03_212,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.282000,-4.616000,-11.634000
01_03_213,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.329000,-4.760000,-11.798000
01_03_214,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.353000,-4.789000,-11.872000
01_03_215,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.350000,-4.776000,-11.873000
01_03_216,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.361000,-4.873000,-11.957000
01_03_217,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.327000,-4.790000,-11.826000
01_03_218,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.357000,-4.845000,-11.909000
01_03_219,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.327000,-4.792000,-11.830000
01_03_220,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.362000,-4.830000,-11.934000
01_03_221,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.346000,-4.818000,-11.891000
01_03_222,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.356000,-4.837000,-11.893000
01_03_223,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.352000,-4.783000,-11.902000
01_03_224,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.356000,-4.798000,-11.879000
01_03_225,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.351000,-4.776000,-11.849000
01_03_226,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.361000,-4.856000,-11.969000
01_03_227,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.335000,-4.784000,-11.885000
01_03_228,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.338000,-4.776000,-11.843000
01_03_229,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.273000,-4.633000,-11.675000
01_03_230,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.294000,-4.685000,-11.719000
01_03_231,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.289000,-4.659000,-11.662000
01_03_232,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.298000,-4.703000,-11.756000
01_03_233,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.329000,-4.719000,-11.792000
01_03_234,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.325000,-4.724000,-11.774000
01_03_235,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.308000,-4.665000,-11.717000
01_03_236,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.306000,-4.654000,-11.712000
01_03_237,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.321000,-4.664000,-11.725000
01_03_238,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.323000,-4.719000,-11.790000
01_03_239,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.337000,-4.740000,-11.811000
01_03_240,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.328000,-4.753000,-11.811000
01_03_241,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.297000,-4.602000,-11.637000
01_03_242,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.330000,-4.726000,-11.784000
01_03_243,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.323000,-4.684000,-11.764000
01_03_244,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.323000,-4.701000,-11.790000
01_03_245,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.324000,-4.707000,-11.801000
01_03_246,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.308000,-4.649000,-11.708000
01_03_247,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.305000,-4.655000,-11.760000
01_03_248,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.310000,-4.680000,-11.749000
01_03_249,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.305000,-4.668000,-11.763000
01_03_250,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.319000,-4.675000,-11.791000
01_03_251,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.299000,-4.644000,-11.726000
01_03_252,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.321000,-4.704000,-11.822000
01_03_253,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.305000,-4.681000,-11.761000
01_03_254,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.326000,-4.691000,-11.788000
01_03_255,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.280000,-4.633000,-11.739000
01_03_256,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.231000,-4.590000,-11.579000
01_03_257,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.241000,-4.595000,-11.600000
01_03_258,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.235000,-4.596000,-11.627000
01_03_259,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.212000,-4.594000,-11.595000
01_03_260,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.250000,-4.604000,-11.635000
01_03_261,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.256000,-4.638000,-11.681000
01_03_262,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.256000,-4.598000,-11.679000
01_03_263,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.271000,-4.651000,-11.727000
01_03_264,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.271000,-4.697000,-11.797000
01_03_265,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.259000,-4.647000,-11.694000
01_03_266,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.269000,-4.671000,-11.755000
01_03_267,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.271000,-4.697000,-11.769000
01_03_268,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.266000,-4.692000,-11.725000
01_03_269,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.267000,-4.683000,-11.726000
01_03_270,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.279000,-4.702000,-11.769000
01_03_271,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.265000,-4.659000,-11.726000
01_03_272,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.167000,-4.536000,-11.515000
01_03_273,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.256000,-4.652000,-11.740000
01_03_274,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.271000,-4.709000,-11.737000
01_03_275,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.258000,-4.667000,-11.698000
01_03_276,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.288000,-4.705000,-11.780000
01_03_277,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.262000,-4.639000,-11.714000
01_03_278,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.260000,-4.631000,-11.709000
01_03_279,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.226000,-4.646000,-11.660000
01_03_280,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.233000,-4.500000,-11.517000
01_03_281,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.263000,-4.580000,-11.631000
01_03_282,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.265000,-4.590000,-11.635000
01_03_283,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.246000,-4.560000,-11.604000
01_03_284,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.264000,-4.564000,-11.621000
01_03_285,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.264000,-4.556000,-11.621000
01_03_286,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.259000,-4.583000,-11.602000
01_03_287,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.256000,-4.597000,-11.633000
01_03_288,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.266000,-4.589000,-11.646000
01_03_289,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.250000,-4.585000,-11.662000
01_03_290,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.258000,-4.546000,-11.623000
01_03_291,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.254000,-4.586000,-11.653000
01_03_292,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.266000,-4.582000,-11.642000
01_03_293,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.250000,-4.549000,-11.616000
01_03_294,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.240000,-4.555000,-11.603000
01_03_295,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.252000,-4.525000,-11.596000
01_03_296,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-6.252000,-4.572000,-11.621000
01_03_297,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.448000,12.506000,17.712000
01_03_298,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.385000,12.350000,17.545000
01_03_299,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.459000,12.562000,17.809000
01_03_300,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.441000,12.485000,17.722000
01_03_301,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.472000,12.549000,17.812000
01_03_302,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.449000,12.521000,17.757000
01_03_303,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.440000,12.527000,17.729000
01_03_304,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.459000,12.547000,17.770000
01_03_305,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.459000,12.570000,17.776000
01_03_306,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.439000,12.576000,17.805000
01_03_307,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.448000,12.593000,17.811000
01_03_308,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.421000,12.484000,17.672000
01_03_309,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.446000,12.486000,17.713000
01_03_310,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.413000,12.435000,17.609000
01_03_311,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.428000,12.441000,17.615000
01_03_312,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.429000,12.497000,17.706000
01_03_313,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.423000,12.444000,17.655000
01_03_314,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.419000,12.512000,17.702000
01_03_315,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.442000,12.551000,17.734000
01_03_316,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.442000,12.529000,17.770000
01_03_317,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.455000,12.456000,17.663000
01_03_318,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.407000,12.479000,17.623000
01_03_319,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.442000,12.513000,17.718000
01_03_320,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.408000,12.445000,17.598000
01_03_321,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.423000,12.492000,17.670000
01_03_322,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.422000,12.473000,17.653000
01_03_323,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.491000,12.623000,17.919000
01_03_324,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.472000,12.577000,17.836000
01_03_325,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.418000,12.476000,17.645000
01_03_326,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.417000,12.440000,17.619000
01_03_327,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.416000,12.362000,17.524000
01_03_328,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.413000,12.395000,17.554000
01_03_329,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.407000,12.367000,17.514000
01_03_330,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.407000,12.344000,17.517000
01_03_331,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.413000,12.379000,17.583000
01_03_332,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.387000,12.324000,17.466000
01_03_333,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.384000,12.332000,17.497000
01_03_334,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.398000,12.394000,17.593000
01_03_335,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.388000,12.342000,17.505000
01_03_336,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.409000,12.377000,17.545000
01_03_337,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.443000,12.569000,17.764000
01_03_338,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.428000,12.530000,17.709000
01_03_339,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.456000,12.603000,17.813000
01_03_340,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.419000,12.492000,17.635000
01_03_341,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.418000,12.471000,17.624000
01_03_342,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.434000,12.568000,17.737000
01_03_343,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.413000,12.514000,17.669000
01_03_344,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.445000,12.557000,17.730000
01_03_345,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.431000,12.524000,17.667000
01_03_346,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.412000,12.486000,17.598000
01_03_347,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.511000,12.602000,17.858000
01_03_348,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.495000,12.610000,17.790000
01_03_349,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.510000,12.587000,17.784000
01_03_350,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.439000,12.422000,17.584000
01_03_351,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.493000,12.503000,17.707000
01_03_352,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.488000,12.556000,17.725000
01_03_353,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.485000,12.496000,17.686000
01_03_354,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.473000,12.606000,17.794000
01_03_355,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.489000,12.636000,17.846000
01_03_356,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.489000,12.633000,17.868000
01_03_357,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.497000,12.678000,17.889000
01_03_358,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.497000,12.600000,17.799000
01_03_359,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.481000,12.623000,17.778000
01_03_360,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.490000,12.642000,17.832000
01_03_361,Lab01,Session03,Nu Perspective,70,ETH-3,0.500,5.500000,12.654000,17.839000
01_03_362,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.336000,-4.803000,-11.636000
01_03_363,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.324000,-4.769000,-11.575000
01_03_364,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.340000,-4.845000,-11.679000
01_03_365,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.332000,-4.796000,-11.591000
01_03_366,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.323000,-4.802000,-11.650000
01_03_367,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.316000,-4.752000,-11.592000
01_03_368,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.323000,-4.783000,-11.554000
01_03_369,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.312000,-4.769000,-11.556000
01_03_370,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.307000,-4.768000,-11.562000
01_03_371,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.297000,-4.752000,-11.539000
01_03_372,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.337000,-4.798000,-11.614000
01_03_373,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.334000,-4.804000,-11.627000
01_03_374,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.309000,-4.717000,-11.538000
01_03_375,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.318000,-4.753000,-11.575000
01_03_376,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.333000,-4.820000,-11.650000
01_03_377,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.345000,-4.804000,-11.640000
01_03_378,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.333000,-4.793000,-11.599000
01_03_379,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.323000,-4.787000,-11.582000
01_03_380,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.287000,-4.773000,-11.573000
01_03_381,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.339000,-4.825000,-11.701000
01_03_382,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.322000,-4.806000,-11.652000
01_03_383,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.328000,-4.808000,-11.650000
01_03_384,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.339000,-4.778000,-11.647000
01_03_385,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.330000,-4.805000,-11.645000
01_03_386,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.351000,-4.872000,-11.747000
01_03_387,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.339000,-4.826000,-11.666000
01_03_388,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.303000,-4.753000,-11.517000
01_03_389,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.346000,-4.848000,-11.659000
01_03_390,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.374000,-4.945000,-11.838000
01_03_391,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.374000,-4.936000,-11.790000
01_03_392,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.373000,-4.887000,-11.738000
01_03_393,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.357000,-4.937000,-11.756000
01_03_394,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.368000,-4.949000,-11.771000
01_03_395,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.377000,-4.952000,-11.843000
01_03_396,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.369000,-4.940000,-11.813000
01_03_397,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.369000,-4.963000,-11.844000
01_03_398,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.339000,-4.888000,-11.754000
01_03_399,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.365000,-4.913000,-11.799000
01_03_400,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.317000,-4.779000,-11.578000
01_03_401,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.342000,-4.814000,-11.679000
01_03_402,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.332000,-4.799000,-11.616000
01_03_403,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.356000,-4.811000,-11.702000
01_03_404,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.314000,-4.744000,-11.605000
01_03_405,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.327000,-4.812000,-11.645000
01_03_406,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.336000,-4.797000,-11.675000
01_03_407,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.326000,-4.796000,-11.653000
01_03_408,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.322000,-4.748000,-11.614000
01_03_409,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.334000,-4.822000,-11.700000
01_03_410,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.335000,-4.793000,-11.692000
01_03_411,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.333000,-4.806000,-11.683000
01_03_412,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.272000,-4.758000,-11.599000
01_03_413,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.272000,-4.646000,-11.487000
01_03_414,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.303000,-4.834000,-11.688000
01_03_415,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.281000,-4.770000,-11.613000
01_03_416,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.294000,-4.809000,-11.678000
01_03_417,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.289000,-4.799000,-11.635000
01_03_418,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.294000,-4.819000,-11.679000
01_03_419,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.300000,-4.804000,-11.653000
01_03_420,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.290000,-4.778000,-11.643000
01_03_421,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.299000,-4.822000,-11.656000
01_03_422,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.282000,-4.674000,-11.492000
01_03_423,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.271000,-4.665000,-11.514000
01_03_424,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.278000,-4.707000,-11.510000
01_03_425,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.306000,-4.784000,-11.626000
01_03_426,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.281000,-4.718000,-11.581000
01_03_427,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.280000,-4.667000,-11.507000
01_03_428,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.277000,-4.685000,-11.536000
01_03_429,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.273000,-4.655000,-11.520000
01_03_430,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.259000,-4.718000,-11.496000
01_03_431,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.272000,-4.745000,-11.563000
01_03_432,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.276000,-4.653000,-11.506000
01_03_433,Lab01,Session03,Nu Perspective,70,ETH-4,0.500,-6.273000,-4.642000,-11.477000
01_03_434,Lab01,Session03,Nu Perspective,70,IAEA-C1,0.500,6.056000,11.737000,17.314000
01_03_435,Lab01,Session03,Nu Perspective,70,IAEA-C1,0.500,6.046000,11.750000,17.297000
01_03_436,Lab01,Session03,Nu Perspective,70,IAEA-C1,0.500,6.077000,11.804000,17.386000
01_03_437,Lab01,Session03,Nu Perspective,70,IAEA-C1,0.500,6.131000,11.997000,17.577000
01_03_438,Lab01,Session03,Nu Perspective,70,IAEA-C1,0.500,6.128000,11.996000,17.585000
01_03_439,Lab01,Session03,Nu Perspective,70,IAEA-C1,0.500,6.087000,11.847000,17.404000
01_03_440,Lab01,Session03,Nu Perspective,70,IAEA-C1,0.500,6.102000,11.903000,17.420000
01_03_441,Lab01,Session03,Nu Perspective,70,IAEA-C1,0.500,6.151000,11.856000,17.455000
01_03_442,Lab01,Session03,Nu Perspective,70,IAEA-C1,0.500,6.160000,11.977000,17.554000
01_03_443,Lab01,Session03,Nu Perspective,70,IAEA-C1,0.500,6.147000,11.959000,17.510000
01_03_444,Lab01,Session03,Nu Perspective,70,IAEA-C1,0.500,6.154000,11.960000,17.503000
01_03_445,Lab01,Session03,Nu Perspective,70,IAEA-C1,0.500,6.152000,11.898000,17.470000
01_03_446,Lab01,Session03,Nu Perspective,70,IAEA-C1,0.500,6.140000,12.001000,17.569000
01_03_447,Lab01,Session03,Nu Perspective,70,IAEA-C1,0.500,6.149000,11.968000,17.598000
01_03_448,Lab01,Session03,Nu Perspective,70,IAEA-C1,0.500,6.145000,11.992000,17.598000
01_03_449,Lab01,Session03,Nu Perspective,70,IAEA-C1,0.500,6.145000,11.992000,17.598000
01_03_450,Lab01,Session03,Nu Perspective,70,IAEA-C1,0.500,6.155000,11.987000,17.590000
01_03_451,Lab01,Session03,Nu Perspective,70,IAEA-C1,0.500,6.144000,11.991000,17.568000
01_03_452,Lab01,Session03,Nu Perspective,70,IAEA-C1,0.500,6.158000,12.031000,17.600000
01_03_453,Lab01,Session03,Nu Perspective,70,IAEA-C2,0.500,-4.027000,5.206000,0.732000
01_03_454,Lab01,Session03,Nu Perspective,70,IAEA-C2,0.500,-4.146000,5.081000,0.493000
01_03_455,Lab01,Session03,Nu Perspective,70,IAEA-C2,0.500,-4.083000,5.164000,0.617000
01_03_456,Lab01,Session03,Nu Perspective,70,IAEA-C2,0.500,-4.064000,5.196000,0.674000
01_03_457,Lab01,Session03,Nu Perspective,70,IAEA-C2,0.500,-4.068000,5.329000,0.763000
01_03_458,Lab01,Session03,Nu Perspective,70,IAEA-C2,0.500,-4.075000,5.248000,0.693000
